Date,Campus,Bus,Driver,Route,Scheduled Time,Entry Time,Exit Time,First Unload Time,Time Difference between Entry Time and Scheduled Time,Time Difference between First Unload Time and Scheduled Time,NumberUnloadedAtCampus
10/22/2025 12:00:00 AM,Heritage Elementary,833,Taylor B,HER04 AM,7:35:00 AM,7:24:12 AM,,7:24:12 AM,,,
10/22/2025 12:00:00 AM,Heritage Elementary,834,Anderson C,HER05 AM,7:35:00 AM,7:18:40 AM,,7:18:40 AM,,,
10/22/2025 12:00:00 AM,Jenkins Elementary,840,Taylor B,JEN01 AM,7:35:00 AM,7:27:37 AM,,7:27:37 AM,,,
10/22/2025 12:00:00 AM,Jenkins Elementary,841,Moore A,JEN02 AM,7:35:00 AM,7:10:40 AM,,7:10:40 AM,,,
10/22/2025 12:00:00 AM,Jenkins Elementary,842,Wilson J,JEN03 AM,7:35:00 AM,7:13:50 AM,,7:13:50 AM,,,
10/22/2025 12:00:00 AM,Jenkins Elementary,843,Taylor B,JEN04 AM,7:35:00 AM,7:11:27 AM,,7:11:27 AM,,,
10/22/2025 12:00:00 AM,Jenkins Elementary,844,Thomas D,JEN05 AM,7:35:00 AM,7:11:29 AM,,7:11:29 AM,,,
10/22/2025 12:00:00 AM,Lewis Elementary,850,Davis R,LEW01 AM,7:35:00 AM,7:19:01 AM,,7:19:01 AM,,,
10/22/2025 12:00:00 AM,Lewis Elementary,851,Wilson J,LEW02 AM,7:35:00 AM,7:46:43 AM,,7:46:43 AM,,,
10/22/2025 12:00:00 AM,Lewis Elementary,852,Johnson T,LEW03 AM,7:35:00 AM,7:16:14 AM,,7:16:14 AM,,,
10/22/2025 12:00:00 AM,Lewis Elementary,853,Davis R,LEW04 AM,7:35:00 AM,7:12:22 AM,,7:12:22 AM,,,
10/22/2025 12:00:00 AM,Lewis Elementary,854,Taylor B,LEW05 AM,7:35:00 AM,7:26:06 AM,,7:26:06 AM,,,
10/22/2025 12:00:00 AM,Marshall Elementary,860,Moore A,MAR01 AM,7:35:00 AM,7:11:16 AM,,7:11:16 AM,,,
10/22/2025 12:00:00 AM,Marshall Elementary,861,Wilson J,MAR02 AM,7:35:00 AM,7:10:23 AM,,7:10:23 AM,,,
10/22/2025 12:00:00 AM,Marshall Elementary,862,Brown K,MAR03 AM,7:35:00 AM,7:43:13 AM,,7:43:13 AM,,,
10/22/2025 12:00:00 AM,Marshall Elementary,863,Brown K,MAR04 AM,7:35:00 AM,7:24:18 AM,,7:24:18 AM,,,
10/22/2025 12:00:00 AM,Marshall Elementary,864,Williams M,MAR05 AM,7:35:00 AM,,,7:31:33 AM,,,
10/22/2025 12:00:00 AM,Reynolds Elementary,870,Brown K,REY01 AM,7:35:00 AM,7:21:59 AM,,7:21:59 AM,,,
10/22/2025 12:00:00 AM,Reynolds Elementary,871,Thomas D,REY02 AM,7:35:00 AM,7:22:05 AM,,7:22:05 AM,,,
10/22/2025 12:00:00 AM,Reynolds Elementary,872,Williams M,REY03 AM,7:35:00 AM,7:40:58 AM,,7:40:58 AM,,,
10/22/2025 12:00:00 AM,Reynolds Elementary,873,Davis R,REY04 AM,7:35:00 AM,7:17:27 AM,,7:17:27 AM,,,
10/22/2025 12:00:00 AM,Reynolds Elementary,874,Taylor B,REY05 AM,7:35:00 AM,7:29:47 AM,,7:29:47 AM,,,
10/22/2025 12:00:00 AM,Westfield Middle School,880,Wilson J,WES01 AM,8:05:00 AM,8:07:35 AM,,8:07:35 AM,,,
10/22/2025 12:00:00 AM,Westfield Middle School,881,Anderson C,WES02 AM,8:05:00 AM,7:46:17 AM,,7:46:17 AM,,,
10/22/2025 12:00:00 AM,Westfield Middle School,882,Johnson T,WES03 AM,8:05:00 AM,7:50:03 AM,,7:50:03 AM,,,
10/22/2025 12:00:00 AM,Westfield Middle School,883,Moore A,WES04 AM,8:05:00 AM,8:16:10 AM,,8:16:10 AM,,,
10/22/2025 12:00:00 AM,Lakewood Middle School,890,Wilson J,LAK01 AM,8:05:00 AM,7:57:11 AM,,7:57:11 AM,,,
10/22/2025 12:00:00 AM,Lakewood Middle School,891,Anderson C,LAK02 AM,8:05:00 AM,7:50:55 AM,,7:50:55 AM,,,
10/22/2025 12:00:00 AM,Lakewood Middle School,892,Taylor B,LAK03 AM,8:05:00 AM,7:46:17 AM,,7:46:17 AM,,,
10/22/2025 12:00:00 AM,Lakewood Middle School,893,Wilson J,LAK04 AM,8:05:00 AM,7:53:46 AM,,7:53:46 AM,,,
10/22/2025 12:00:00 AM,Riverside Middle School,900,Williams M,RIV01 AM,8:05:00 AM,7:40:02 AM,,7:40:02 AM,,,
10/22/2025 12:00:00 AM,Riverside Middle School,901,Anderson C,RIV02 AM,8:05:00 AM,7:48:00 AM,,7:48:00 AM,,,
10/22/2025 12:00:00 AM,Riverside Middle School,902,Thomas D,RIV03 AM,8:05:00 AM,7:45:12 AM,,7:45:12 AM,,,
10/22/2025 12:00:00 AM,Riverside Middle School,903,Wilson J,RIV04 AM,8:05:00 AM,7:57:34 AM,,7:57:34 AM,,,
10/22/2025 12:00:00 AM,Metro High School,910,Miller S,MET01 AM,8:55:00 AM,8:32:07 AM,,8:32:07 AM,,,
10/22/2025 12:00:00 AM,Metro High School,911,Thomas D,MET02 AM,8:55:00 AM,8:32:14 AM,,8:32:14 AM,,,
10/22/2025 12:00:00 AM,Metro High School,912,Taylor B,MET03 AM,8:55:00 AM,8:50:41 AM,,8:50:41 AM,,,
10/22/2025 12:00:00 AM,Northgate High School,920,Wilson J,NOR01 AM,8:55:00 AM,8:47:38 AM,,8:47:38 AM,,,
10/22/2025 12:00:00 AM,Northgate High School,921,Wilson J,NOR02 AM,8:55:00 AM,8:46:02 AM,,8:46:02 AM,,,
10/22/2025 12:00:00 AM,Northgate High School,922,Taylor B,NOR03 AM,8:55:00 AM,8:34:35 AM,,8:34:35 AM,,,
10/23/2025 12:00:00 AM,Anderson Elementary,800,Brown K,AND01 AM,7:35:00 AM,7:48:47 AM,,7:48:47 AM,,,
10/23/2025 12:00:00 AM,Anderson Elementary,801,Moore A,AND02 AM,7:35:00 AM,7:28:10 AM,,7:28:10 AM,,,
10/23/2025 12:00:00 AM,Anderson Elementary,802,Brown K,AND03 AM,7:35:00 AM,7:10:49 AM,,7:10:49 AM,,,
10/23/2025 12:00:00 AM,Anderson Elementary,803,Thomas D,AND04 AM,7:35:00 AM,7:44:49 AM,,7:44:49 AM,,,
10/23/2025 12:00:00 AM,Anderson Elementary,804,Wilson J,AND05 AM,7:35:00 AM,7:13:42 AM,,7:13:42 AM,,,
10/23/2025 12:00:00 AM,Bammel Elementary,810,Williams M,BAM01 AM,7:35:00 AM,7:18:55 AM,,7:18:55 AM,,,
10/23/2025 12:00:00 AM,Bammel Elementary,811,Davis R,BAM02 AM,7:35:00 AM,7:36:33 AM,,7:36:33 AM,,,
10/23/2025 12:00:00 AM,Bammel Elementary,812,Miller S,BAM03 AM,7:35:00 AM,7:17:53 AM,,7:17:53 AM,,,
10/23/2025 12:00:00 AM,Bammel Elementary,813,Anderson C,BAM04 AM,7:35:00 AM,7:40:27 AM,,7:40:27 AM,,,
10/23/2025 12:00:00 AM,Bammel Elementary,814,Wilson J,BAM05 AM,7:35:00 AM,,,7:49:44 AM,,,
10/23/2025 12:00:00 AM,Cooper Elementary,820,Davis R,COO01 AM,7:35:00 AM,7:10:34 AM,,7:10:34 AM,,,
10/23/2025 12:00:00 AM,Cooper Elementary,821,Miller S,COO02 AM,7:35:00 AM,,,7:13:22 AM,,,
10/23/2025 12:00:00 AM,Cooper Elementary,822,Davis R,COO03 AM,7:35:00 AM,7:10:34 AM,,7:10:34 AM,,,
10/23/2025 12:00:00 AM,Cooper Elementary,823,Johnson T,COO04 AM,7:35:00 AM,7:21:31 AM,,7:21:31 AM,,,
10/23/2025 12:00:00 AM,Cooper Elementary,824,Thomas D,COO05 AM,7:35:00 AM,7:38:50 AM,,7:38:50 AM,,,
10/23/2025 12:00:00 AM,Heritage Elementary,830,Brown K,HER01 AM,7:35:00 AM,7:13:25 AM,,7:13:25 AM,,,
10/23/2025 12:00:00 AM,Heritage Elementary,831,Anderson C,HER02 AM,7:35:00 AM,7:10:50 AM,,7:10:50 AM,,,
10/23/2025 12:00:00 AM,Heritage Elementary,832,Taylor B,HER03 AM,7:35:00 AM,7:21:02 AM,,7:21:02 AM,,,
10/23/2025 12:00:00 AM,Heritage Elementary,833,Brown K,HER04 AM,7:35:00 AM,7:24:21 AM,,7:24:21 AM,,,
10/23/2025 12:00:00 AM,Heritage Elementary,834,Thomas D,HER05 AM,7:35:00 AM,7:18:56 AM,,7:18:56 AM,,,
10/23/2025 12:00:00 AM,Jenkins Elementary,840,Wilson J,JEN01 AM,7:35:00 AM,7:50:14 AM,,7:50:14 AM,,,
10/23/2025 12:00:00 AM,Jenkins Elementary,841,Wilson J,JEN02 AM,7:35:00 AM,7:11:14 AM,,7:11:14 AM,,,
10/23/2025 12:00:00 AM,Jenkins Elementary,842,Williams M,JEN03 AM,7:35:00 AM,7:50:56 AM,,7:50:56 AM,,,
10/23/2025 12:00:00 AM,Jenkins Elementary,843,Williams M,JEN04 AM,7:35:00 AM,7:30:51 AM,,7:30:51 AM,,,
10/23/2025 12:00:00 AM,Jenkins Elementary,844,Taylor B,JEN05 AM,7:35:00 AM,7:43:37 AM,,7:43:37 AM,,,
10/23/2025 12:00:00 AM,Lewis Elementary,850,Anderson C,LEW01 AM,7:35:00 AM,7:28:13 AM,,7:28:13 AM,,,
10/23/2025 12:00:00 AM,Lewis Elementary,851,Johnson T,LEW02 AM,7:35:00 AM,7:48:43 AM,,7:48:43 AM,,,
10/23/2025 12:00:00 AM,Lewis Elementary,852,Thomas D,LEW03 AM,7:35:00 AM,7:17:51 AM,,7:17:51 AM,,,
10/23/2025 12:00:00 AM,Lewis Elementary,853,Brown K,LEW04 AM,7:35:00 AM,7:21:32 AM,,7:21:32 AM,,,
10/23/2025 12:00:00 AM,Lewis Elementary,854,Miller S,LEW05 AM,7:35:00 AM,7:26:40 AM,,7:26:40 AM,,,
10/23/2025 12:00:00 AM,Marshall Elementary,860,Johnson T,MAR01 AM,7:35:00 AM,7:23:16 AM,,7:23:16 AM,,,
10/23/2025 12:00:00 AM,Marshall Elementary,861,Miller S,MAR02 AM,7:35:00 AM,7:15:27 AM,,7:15:27 AM,,,
10/23/2025 12:00:00 AM,Marshall Elementary,862,Wilson J,MAR03 AM,7:35:00 AM,7:14:28 AM,,7:14:28 AM,,,
10/23/2025 12:00:00 AM,Marshall Elementary,863,Moore A,MAR04 AM,7:35:00 AM,7:11:12 AM,,7:11:12 AM,,,
10/23/2025 12:00:00 AM,Marshall Elementary,864,Williams M,MAR05 AM,7:35:00 AM,,,7:20:00 AM,,,
10/23/2025 12:00:00 AM,Reynolds Elementary,870,Thomas D,REY01 AM,7:35:00 AM,7:11:24 AM,,7:11:24 AM,,,
10/23/2025 12:00:00 AM,Reynolds Elementary,871,Thomas D,REY02 AM,7:35:00 AM,7:27:51 AM,,7:27:51 AM,,,
10/23/2025 12:00:00 AM,Reynolds Elementary,872,Taylor B,REY03 AM,7:35:00 AM,7:17:53 AM,,7:17:53 AM,,,
10/23/2025 12:00:00 AM,Reynolds Elementary,873,Miller S,REY04 AM,7:35:00 AM,7:11:31 AM,,7:11:31 AM,,,
10/23/2025 12:00:00 AM,Reynolds Elementary,874,Anderson C,REY05 AM,7:35:00 AM,7:28:53 AM,,7:28:53 AM,,,
10/23/2025 12:00:00 AM,Westfield Middle School,880,Wilson J,WES01 AM,8:05:00 AM,7:56:31 AM,,7:56:31 AM,,,
10/23/2025 12:00:00 AM,Westfield Middle School,881,Johnson T,WES02 AM,8:05:00 AM,8:09:13 AM,,8:09:13 AM,,,
10/23/2025 12:00:00 AM,Westfield Middle School,882,Taylor B,WES03 AM,8:05:00 AM,7:46:13 AM,,7:46:13 AM,,,
10/23/2025 12:00:00 AM,Westfield Middle School,883,Moore A,WES04 AM,8:05:00 AM,7:51:29 AM,,7:51:29 AM,,,
10/23/2025 12:00:00 AM,Lakewood Middle School,890,Wilson J,LAK01 AM,8:05:00 AM,8:00:43 AM,,8:00:43 AM,,,
10/23/2025 12:00:00 AM,Lakewood Middle School,891,Anderson C,LAK02 AM,8:05:00 AM,7:42:53 AM,,7:42:53 AM,,,
10/23/2025 12:00:00 AM,Lakewood Middle School,892,Taylor B,LAK03 AM,8:05:00 AM,7:52:45 AM,,7:52:45 AM,,,
10/23/2025 12:00:00 AM,Lakewood Middle School,893,Thomas D,LAK04 AM,8:05:00 AM,8:12:36 AM,,8:12:36 AM,,,
10/23/2025 12:00:00 AM,Riverside Middle School,900,Wilson J,RIV01 AM,8:05:00 AM,8:07:11 AM,,8:07:11 AM,,,
10/23/2025 12:00:00 AM,Riverside Middle School,901,Anderson C,RIV02 AM,8:05:00 AM,7:44:42 AM,,7:44:42 AM,,,
10/23/2025 12:00:00 AM,Riverside Middle School,902,Davis R,RIV03 AM,8:05:00 AM,7:58:30 AM,,7:58:30 AM,,,
10/23/2025 12:00:00 AM,Riverside Middle School,903,Anderson C,RIV04 AM,8:05:00 AM,7:47:46 AM,,7:47:46 AM,,,
10/23/2025 12:00:00 AM,Metro High School,910,Miller S,MET01 AM,8:55:00 AM,8:31:15 AM,,8:31:15 AM,,,
10/23/2025 12:00:00 AM,Metro High School,911,Thomas D,MET02 AM,8:55:00 AM,8:35:25 AM,,8:35:25 AM,,,
10/23/2025 12:00:00 AM,Metro High School,912,Williams M,MET03 AM,8:55:00 AM,8:41:05 AM,,8:41:05 AM,,,
10/23/2025 12:00:00 AM,Northgate High School,920,Anderson C,NOR01 AM,8:55:00 AM,8:41:11 AM,,8:41:11 AM,,,
10/23/2025 12:00:00 AM,Northgate High School,921,Moore A,NOR02 AM,8:55:00 AM,8:50:02 AM,,8:50:02 AM,,,
10/23/2025 12:00:00 AM,Northgate High School,922,Miller S,NOR03 AM,8:55:00 AM,8:44:26 AM,,8:44:26 AM,,,
10/24/2025 12:00:00 AM,Anderson Elementary,800,Williams M,AND01 AM,7:35:00 AM,7:14:25 AM,,7:14:25 AM,,,
10/24/2025 12:00:00 AM,Anderson Elementary,801,Miller S,AND02 AM,7:35:00 AM,7:11:36 AM,,7:11:36 AM,,,
10/24/2025 12:00:00 AM,Anderson Elementary,802,Thomas D,AND03 AM,7:35:00 AM,7:42:29 AM,,7:42:29 AM,,,
10/24/2025 12:00:00 AM,Anderson Elementary,803,Brown K,AND04 AM,7:35:00 AM,7:16:11 AM,,7:16:11 AM,,,
10/24/2025 12:00:00 AM,Anderson Elementary,804,Taylor B,AND05 AM,7:35:00 AM,7:50:17 AM,,7:50:17 AM,,,
10/24/2025 12:00:00 AM,Bammel Elementary,810,Davis R,BAM01 AM,7:35:00 AM,,,7:13:43 AM,,,
10/24/2025 12:00:00 AM,Bammel Elementary,811,Taylor B,BAM02 AM,7:35:00 AM,7:25:46 AM,,7:25:46 AM,,,
10/24/2025 12:00:00 AM,Bammel Elementary,812,Anderson C,BAM03 AM,7:35:00 AM,7:10:43 AM,,7:10:43 AM,,,
10/24/2025 12:00:00 AM,Bammel Elementary,813,Wilson J,BAM04 AM,7:35:00 AM,7:15:55 AM,,7:15:55 AM,,,
10/24/2025 12:00:00 AM,Bammel Elementary,814,Miller S,BAM05 AM,7:35:00 AM,7:36:10 AM,,7:36:10 AM,,,
10/24/2025 12:00:00 AM,Cooper Elementary,820,Moore A,COO01 AM,7:35:00 AM,7:22:47 AM,,7:22:47 AM,,,
10/24/2025 12:00:00 AM,Cooper Elementary,821,Miller S,COO02 AM,7:35:00 AM,7:47:05 AM,,7:47:05 AM,,,
10/24/2025 12:00:00 AM,Cooper Elementary,822,Brown K,COO03 AM,7:35:00 AM,7:19:15 AM,,7:19:15 AM,,,
10/24/2025 12:00:00 AM,Cooper Elementary,823,Moore A,COO04 AM,7:35:00 AM,7:23:41 AM,,7:23:41 AM,,,
10/24/2025 12:00:00 AM,Cooper Elementary,824,Johnson T,COO05 AM,7:35:00 AM,,,7:14:34 AM,,,
10/24/2025 12:00:00 AM,Heritage Elementary,830,Davis R,HER01 AM,7:35:00 AM,7:11:07 AM,,7:11:07 AM,,,
10/24/2025 12:00:00 AM,Heritage Elementary,831,Johnson T,HER02 AM,7:35:00 AM,7:16:13 AM,,7:16:13 AM,,,
10/24/2025 12:00:00 AM,Heritage Elementary,832,Miller S,HER03 AM,7:35:00 AM,7:20:06 AM,,7:20:06 AM,,,
10/24/2025 12:00:00 AM,Heritage Elementary,833,Davis R,HER04 AM,7:35:00 AM,7:21:59 AM,,7:21:59 AM,,,
10/24/2025 12:00:00 AM,Heritage Elementary,834,Moore A,HER05 AM,7:35:00 AM,7:23:13 AM,,7:23:13 AM,,,
10/24/2025 12:00:00 AM,Jenkins Elementary,840,Thomas D,JEN01 AM,7:35:00 AM,7:29:45 AM,,7:29:45 AM,,,
10/24/2025 12:00:00 AM,Jenkins Elementary,841,Taylor B,JEN02 AM,7:35:00 AM,7:15:51 AM,,7:15:51 AM,,,
10/24/2025 12:00:00 AM,Jenkins Elementary,842,Thomas D,JEN03 AM,7:35:00 AM,7:24:33 AM,,7:24:33 AM,,,
10/24/2025 12:00:00 AM,Jenkins Elementary,843,Wilson J,JEN04 AM,7:35:00 AM,7:10:23 AM,,7:10:23 AM,,,
10/24/2025 12:00:00 AM,Jenkins Elementary,844,Brown K,JEN05 AM,7:35:00 AM,7:25:48 AM,,7:25:48 AM,,,
10/24/2025 12:00:00 AM,Lewis Elementary,850,Williams M,LEW01 AM,7:35:00 AM,7:13:43 AM,,7:13:43 AM,,,
10/24/2025 12:00:00 AM,Lewis Elementary,851,Williams M,LEW02 AM,7:35:00 AM,7:15:29 AM,,7:15:29 AM,,,
10/24/2025 12:00:00 AM,Lewis Elementary,852,Davis R,LEW03 AM,7:35:00 AM,,,7:16:49 AM,,,
10/24/2025 12:00:00 AM,Lewis Elementary,853,Moore A,LEW04 AM,7:35:00 AM,7:41:07 AM,,7:41:07 AM,,,
10/24/2025 12:00:00 AM,Lewis Elementary,854,Miller S,LEW05 AM,7:35:00 AM,7:22:32 AM,,7:22:32 AM,,,
10/24/2025 12:00:00 AM,Marshall Elementary,860,Miller S,MAR01 AM,7:35:00 AM,7:30:55 AM,,7:30:55 AM,,,
10/24/2025 12:00:00 AM,Marshall Elementary,861,Williams M,MAR02 AM,7:35:00 AM,7:44:55 AM,,7:44:55 AM,,,
10/24/2025 12:00:00 AM,Marshall Elementary,862,Williams M,MAR03 AM,7:35:00 AM,7:14:20 AM,,7:14:20 AM,,,
10/24/2025 12:00:00 AM,Marshall Elementary,863,Thomas D,MAR04 AM,7:35:00 AM,7:47:37 AM,,7:47:37 AM,,,
10/24/2025 12:00:00 AM,Marshall Elementary,864,Johnson T,MAR05 AM,7:35:00 AM,7:49:21 AM,,7:49:21 AM,,,
10/24/2025 12:00:00 AM,Reynolds Elementary,870,Johnson T,REY01 AM,7:35:00 AM,7:45:38 AM,,7:45:38 AM,,,
10/24/2025 12:00:00 AM,Reynolds Elementary,871,Davis R,REY02 AM,7:35:00 AM,7:18:22 AM,,7:18:22 AM,,,
10/24/2025 12:00:00 AM,Reynolds Elementary,872,Johnson T,REY03 AM,7:35:00 AM,7:16:13 AM,,7:16:13 AM,,,
10/24/2025 12:00:00 AM,Reynolds Elementary,873,Wilson J,REY04 AM,7:35:00 AM,7:21:08 AM,,7:21:08 AM,,,
10/24/2025 12:00:00 AM,Reynolds Elementary,874,Johnson T,REY05 AM,7:35:00 AM,7:27:50 AM,,7:27:50 AM,,,
10/24/2025 12:00:00 AM,Westfield Middle School,880,Miller S,WES01 AM,8:05:00 AM,7:54:58 AM,,7:54:58 AM,,,
10/24/2025 12:00:00 AM,Westfield Middle School,881,Anderson C,WES02 AM,8:05:00 AM,8:08:17 AM,,8:08:17 AM,,,
10/24/2025 12:00:00 AM,Westfield Middle School,882,Williams M,WES03 AM,8:05:00 AM,7:45:09 AM,,7:45:09 AM,,,
10/24/2025 12:00:00 AM,Westfield Middle School,883,Wilson J,WES04 AM,8:05:00 AM,8:07:32 AM,,8:07:32 AM,,,
10/24/2025 12:00:00 AM,Lakewood Middle School,890,Williams M,LAK01 AM,8:05:00 AM,7:50:37 AM,,7:50:37 AM,,,
10/24/2025 12:00:00 AM,Lakewood Middle School,891,Miller S,LAK02 AM,8:05:00 AM,7:44:29 AM,,7:44:29 AM,,,
10/24/2025 12:00:00 AM,Lakewood Middle School,892,Williams M,LAK03 AM,8:05:00 AM,,,7:52:08 AM,,,
10/24/2025 12:00:00 AM,Lakewood Middle School,893,Wilson J,LAK04 AM,8:05:00 AM,7:47:38 AM,,7:47:38 AM,,,
10/24/2025 12:00:00 AM,Riverside Middle School,900,Wilson J,RIV01 AM,8:05:00 AM,7:58:54 AM,,7:58:54 AM,,,
10/24/2025 12:00:00 AM,Riverside Middle School,901,Taylor B,RIV02 AM,8:05:00 AM,7:45:17 AM,,7:45:17 AM,,,
10/24/2025 12:00:00 AM,Riverside Middle School,902,Brown K,RIV03 AM,8:05:00 AM,7:42:51 AM,,7:42:51 AM,,,
10/24/2025 12:00:00 AM,Riverside Middle School,903,Wilson J,RIV04 AM,8:05:00 AM,7:41:18 AM,,7:41:18 AM,,,
10/24/2025 12:00:00 AM,Metro High School,910,Moore A,MET01 AM,8:55:00 AM,8:32:21 AM,,8:32:21 AM,,,
10/24/2025 12:00:00 AM,Metro High School,911,Brown K,MET02 AM,8:55:00 AM,8:37:28 AM,,8:37:28 AM,,,
10/24/2025 12:00:00 AM,Metro High School,912,Brown K,MET03 AM,8:55:00 AM,8:38:23 AM,,8:38:23 AM,,,
10/24/2025 12:00:00 AM,Northgate High School,920,Taylor B,NOR01 AM,8:55:00 AM,8:30:52 AM,,8:30:52 AM,,,
10/24/2025 12:00:00 AM,Northgate High School,921,Wilson J,NOR02 AM,8:55:00 AM,8:40:56 AM,,8:40:56 AM,,,
10/24/2025 12:00:00 AM,Northgate High School,922,Wilson J,NOR03 AM,8:55:00 AM,8:35:44 AM,,8:35:44 AM,,,
10/27/2025 12:00:00 AM,Anderson Elementary,800,Johnson T,AND01 AM,7:35:00 AM,,,7:13:48 AM,,,
10/27/2025 12:00:00 AM,Anderson Elementary,801,Wilson J,AND02 AM,7:35:00 AM,7:13:20 AM,,7:13:20 AM,,,
10/27/2025 12:00:00 AM,Anderson Elementary,802,Moore A,AND03 AM,7:35:00 AM,7:48:39 AM,,7:48:39 AM,,,
10/27/2025 12:00:00 AM,Anderson Elementary,803,Anderson C,AND04 AM,7:35:00 AM,7:44:22 AM,,7:44:22 AM,,,
10/27/2025 12:00:00 AM,Anderson Elementary,804,Williams M,AND05 AM,7:35:00 AM,7:19:53 AM,,7:19:53 AM,,,
10/27/2025 12:00:00 AM,Bammel Elementary,810,Davis R,BAM01 AM,7:35:00 AM,7:12:27 AM,,7:12:27 AM,,,
10/27/2025 12:00:00 AM,Bammel Elementary,811,Anderson C,BAM02 AM,7:35:00 AM,7:14:10 AM,,7:14:10 AM,,,
10/27/2025 12:00:00 AM,Bammel Elementary,812,Williams M,BAM03 AM,7:35:00 AM,7:17:49 AM,,7:17:49 AM,,,
10/27/2025 12:00:00 AM,Bammel Elementary,813,Johnson T,BAM04 AM,7:35:00 AM,7:21:32 AM,,7:21:32 AM,,,
10/27/2025 12:00:00 AM,Bammel Elementary,814,Moore A,BAM05 AM,7:35:00 AM,7:30:16 AM,,7:30:16 AM,,,
10/27/2025 12:00:00 AM,Cooper Elementary,820,Davis R,COO01 AM,7:35:00 AM,7:10:20 AM,,7:10:20 AM,,,
10/27/2025 12:00:00 AM,Cooper Elementary,821,Moore A,COO02 AM,7:35:00 AM,7:28:19 AM,,7:28:19 AM,,,
10/27/2025 12:00:00 AM,Cooper Elementary,822,Williams M,COO03 AM,7:35:00 AM,7:20:51 AM,,7:20:51 AM,,,
10/27/2025 12:00:00 AM,Cooper Elementary,823,Moore A,COO04 AM,7:35:00 AM,,,7:14:36 AM,,,
10/27/2025 12:00:00 AM,Cooper Elementary,824,Moore A,COO05 AM,7:35:00 AM,7:14:04 AM,,7:14:04 AM,,,
10/27/2025 12:00:00 AM,Heritage Elementary,830,Brown K,HER01 AM,7:35:00 AM,7:13:31 AM,,7:13:31 AM,,,
10/27/2025 12:00:00 AM,Heritage Elementary,831,Moore A,HER02 AM,7:35:00 AM,7:28:13 AM,,7:28:13 AM,,,
10/27/2025 12:00:00 AM,Heritage Elementary,832,Miller S,HER03 AM,7:35:00 AM,7:20:37 AM,,7:20:37 AM,,,
10/27/2025 12:00:00 AM,Heritage Elementary,833,Taylor B,HER04 AM,7:35:00 AM,,,7:13:21 AM,,,
10/27/2025 12:00:00 AM,Heritage Elementary,834,Moore A,HER05 AM,7:35:00 AM,7:22:38 AM,,7:22:38 AM,,,
10/27/2025 12:00:00 AM,Jenkins Elementary,840,Moore A,JEN01 AM,7:35:00 AM,7:22:51 AM,,7:22:51 AM,,,
10/27/2025 12:00:00 AM,Jenkins Elementary,841,Taylor B,JEN02 AM,7:35:00 AM,7:19:08 AM,,7:19:08 AM,,,
10/27/2025 12:00:00 AM,Jenkins Elementary,842,Johnson T,JEN03 AM,7:35:00 AM,7:17:23 AM,,7:17:23 AM,,,
10/27/2025 12:00:00 AM,Jenkins Elementary,843,Miller S,JEN04 AM,7:35:00 AM,7:50:11 AM,,7:50:11 AM,,,
10/27/2025 12:00:00 AM,Jenkins Elementary,844,Taylor B,JEN05 AM,7:35:00 AM,7:29:49 AM,,7:29:49 AM,,,
10/27/2025 12:00:00 AM,Lewis Elementary,850,Williams M,LEW01 AM,7:35:00 AM,,,7:14:08 AM,,,
10/27/2025 12:00:00 AM,Lewis Elementary,851,Moore A,LEW02 AM,7:35:00 AM,7:11:01 AM,,7:11:01 AM,,,
10/27/2025 12:00:00 AM,Lewis Elementary,852,Williams M,LEW03 AM,7:35:00 AM,7:39:20 AM,,7:39:20 AM,,,
10/27/2025 12:00:00 AM,Lewis Elementary,853,Wilson J,LEW04 AM,7:35:00 AM,7:29:27 AM,,7:29:27 AM,,,
10/27/2025 12:00:00 AM,Lewis Elementary,854,Miller S,LEW05 AM,7:35:00 AM,7:24:52 AM,,7:24:52 AM,,,
10/27/2025 12:00:00 AM,Marshall Elementary,860,Brown K,MAR01 AM,7:35:00 AM,7:23:51 AM,,7:23:51 AM,,,
10/27/2025 12:00:00 AM,Marshall Elementary,861,Moore A,MAR02 AM,7:35:00 AM,7:17:22 AM,,7:17:22 AM,,,
10/27/2025 12:00:00 AM,Marshall Elementary,862,Moore A,MAR03 AM,7:35:00 AM,7:26:57 AM,,7:26:57 AM,,,
10/27/2025 12:00:00 AM,Marshall Elementary,863,Wilson J,MAR04 AM,7:35:00 AM,7:30:56 AM,,7:30:56 AM,,,
10/27/2025 12:00:00 AM,Marshall Elementary,864,Williams M,MAR05 AM,7:35:00 AM,7:37:44 AM,,7:37:44 AM,,,
10/27/2025 12:00:00 AM,Reynolds Elementary,870,Davis R,REY01 AM,7:35:00 AM,7:23:48 AM,,7:23:48 AM,,,
10/27/2025 12:00:00 AM,Reynolds Elementary,871,Wilson J,REY02 AM,7:35:00 AM,7:49:55 AM,,7:49:55 AM,,,
10/27/2025 12:00:00 AM,Reynolds Elementary,872,Williams M,REY03 AM,7:35:00 AM,7:23:02 AM,,7:23:02 AM,,,
10/27/2025 12:00:00 AM,Reynolds Elementary,873,Wilson J,REY04 AM,7:35:00 AM,7:12:01 AM,,7:12:01 AM,,,
10/27/2025 12:00:00 AM,Reynolds Elementary,874,Anderson C,REY05 AM,7:35:00 AM,7:20:06 AM,,7:20:06 AM,,,
